player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tevaka Tuioti,40663,QB,NEW MEXICO,9,61.3,186,196,13.8,2.92,3,8,3.9,52.0,102,0,56,10.5,224,12,73,241,40.3,70.3,66.8,67.3,1,6,233,0,21.4,75.5,5.4,12,16,1,5,7,9,3.9,1454,7.4
James Graham,77621,QB,GA TECH,11,53.8,173,193,12.7,2.84,1,14,7.0,45.1,87,0,119,6.5,241,6,54,176,31.0,51.5,49.0,58.6,5,7,251,1,16.0,70.4,7.9,19,28,1,13,12,14,5.6,1164,6.0
Fred Payton,82102,QB,COAST CAR,10,69.6,181,189,10.0,2.57,1,8,4.2,63.5,120,0,49,4.8,217,6,73,141,24.1,57.2,60.9,49.9,3,7,224,3,20.4,92.3,4.6,10,17,0,4,12,14,6.3,1431,7.6
Chase Garbers,60356,QB,CAL,8,73.0,163,185,10.3,3.18,8,10,5.0,58.9,109,0,82,8.4,243,10,79,130,55.0,73.2,70.7,67.2,0,3,260,2,26.8,96.2,9.1,22,35,0,14,10,8,3.1,1498,8.1
Clayton Tune,77652,QB,HOUSTON,7,68.3,164,181,10.1,2.77,5,13,6.5,58.6,106,0,80,5.4,218,6,66,182,50.6,66.9,63.3,66.5,1,9,239,2,25.0,85.7,9.2,20,17,2,9,11,13,5.4,1531,8.5
Stone Smartt,60492,QB,DOMINION,9,66.7,162,181,7.2,3.26,3,4,2.1,57.5,104,0,127,3.7,246,4,63,263,45.7,54.8,49.8,63.1,0,6,257,1,22.8,61.3,11.8,29,35,1,15,1,8,3.1,1012,5.6
Kai Locksley,34333,QB,UTEP,11,67.1,173,181,12.1,2.94,0,11,5.7,56.9,103,0,85,11.2,216,13,67,330,45.3,70.5,56.4,81.5,0,5,232,3,28.2,79.6,11.1,24,11,0,8,6,16,6.9,1329,7.3
Nick Starkel,40326,QB,ARKANSAS,8,64.1,170,180,10.2,2.29,6,7,3.7,53.3,96,0,59,11.9,184,13,57,111,75.0,56.5,57.6,42.3,1,10,194,0,5.1,63.0,1.6,3,1,1,2,7,11,5.7,1152,6.4
Matt Corral,83517,QB,OLE MISS,10,68.0,169,180,10.2,2.46,4,8,4.1,58.3,105,0,71,8.7,216,10,72,226,37.9,70.0,70.4,60.7,1,3,229,3,19.7,86.4,6.5,14,19,1,5,6,10,4.4,1362,7.6
Andrew Brito,98674,QB,UMASS,9,64.8,159,170,8.6,2.59,3,6,3.4,54.7,93,0,79,9.7,197,10,37,216,53.1,47.4,50.6,38.4,1,6,204,0,22.8,67.0,9.1,18,7,0,7,7,9,4.4,830,4.9
Aidan Smith,40310,QB,NWESTERN,8,61.0,159,169,7.8,2.59,8,4,2.2,49.7,84,0,53,13.4,198,13,47,256,39.9,50.6,49.1,56.6,2,9,211,2,22.6,45.6,6.1,12,16,0,0,3,10,4.7,747,4.4
Aidan O'Connell,60516,QB,PURDUE,6,75.0,156,168,8.9,2.44,3,11,6.1,61.3,103,0,45,12.0,175,14,57,273,63.0,77.3,77.3,60.3,0,4,188,2,6.7,86.4,1.7,3,4,2,7,8,7,3.7,1101,6.6
K.J. Costello,40268,QB,STANFORD,5,65.4,162,167,9.1,2.53,1,6,3.5,61.1,102,0,51,3.8,189,4,55,300,62.1,63.7,64.9,54.8,2,3,194,3,17.6,83.4,4.8,9,9,0,2,6,7,3.6,1038,6.2
David Moore,40713,QB,C MICHIGAN,5,67.3,156,165,8.4,2.63,1,7,3.9,57.0,94,0,68,10.5,179,11,55,134,55.2,60.0,57.4,65.7,3,4,193,1,8.8,78.4,3.4,6,8,0,5,5,9,4.7,1143,6.9
Cephus Johnson III,60530,QB,S ALABAMA,8,63.1,149,161,9.3,2.41,2,7,4.0,50.9,82,0,70,12.8,186,12,40,288,42.5,46.4,40.3,63.3,1,7,202,1,21.4,60.0,8.1,15,8,0,9,5,15,7.4,897,5.6
Michael Penix Jr.,82134,QB,INDIANA,6,79.5,151,160,10.2,2.38,2,10,5.6,68.1,109,0,38,9.2,165,11,63,190,65.7,84.0,83.5,64.0,0,4,183,0,2.6,105.1,0.6,1,3,1,6,10,3,1.6,1377,8.6
Johnny Langan,77617,QB,RUTGERS,9,58.3,151,159,8.9,2.8,2,2,1.2,50.3,80,0,100,9.1,208,8,42,278,43.5,38.4,28.8,62.1,4,9,217,2,23.0,50.7,11.1,23,26,0,2,4,18,8.3,834,5.2
Malik Cunningham,60436,QB,LOUISVILLE,11,70.1,147,157,12.1,2.8,2,10,6.0,61.1,96,0,82,6.8,212,7,72,210,44.9,68.3,70.6,58.7,2,5,224,2,28.0,126.6,10.8,23,30,1,5,20,11,4.9,1780,11.3
Randall West,35805,QB,UMASS,8,71.9,146,156,7.9,2.63,3,5,3.1,60.3,94,0,56,10.5,170,11,49,216,75.4,64.7,61.0,72.8,1,6,176,1,14.3,72.5,4.7,8,4,0,6,6,8,4.5,876,5.6
Grant Gunnell,98367,QB,ARIZONA,8,75.3,146,155,6.0,2.74,3,5,3.0,65.2,101,0,67,8.2,185,9,54,109,51.3,81.5,85.4,49.7,0,1,196,1,20.9,106.4,7.6,14,15,0,6,9,2,1.0,1239,8.0
Tom Stewart,98677,QB,RICE,10,70.6,143,155,9.8,2.76,3,4,2.5,59.4,92,0,61,8.9,189,9,59,275,42.8,53.6,57.9,43.6,3,2,193,1,31.1,91.7,10.1,19,15,1,5,8,9,4.7,1054,6.8
Garrett Shrader,98212,QB,MISS STATE,9,67.6,142,154,11.6,3.04,4,8,4.9,57.1,88,0,75,8.3,202,8,69,227,38.2,69.3,64.5,68.5,5,5,211,2,18.7,85.1,6.9,14,33,0,3,8,10,4.7,1168,7.6
Logan Bonner,39990,QB,ARK STATE,4,68.5,146,154,12.0,2.48,2,6,3.7,59.1,91,0,55,9.0,170,9,53,113,49.0,78.1,75.8,62.6,1,1,179,0,20.0,98.8,6.5,11,5,0,5,10,6,3.4,1054,6.8
Kyle Vantrease,55029,QB,BUFFALO,9,70.8,144,154,11.0,2.35,1,13,8.2,59.1,91,0,29,10.8,157,11,55,126,66.1,83.5,82.2,65.1,0,1,161,0,6.9,94.0,1.3,2,1,0,9,7,6,3.7,1116,7.2
Alan Bowman,77679,QB,TEXAS TECH,3,73.4,143,153,7.3,2.25,0,4,2.5,65.4,100,0,24,4.8,158,5,56,315,46.3,69.2,68.4,58.3,1,3,162,0,8.3,89.0,1.3,2,2,0,9,6,6,3.7,1010,6.6
John Rhys Plumlee,97602,QB,OLE MISS,9,65.2,141,152,10.1,2.85,5,6,3.8,52.6,80,0,56,13.0,178,12,52,226,49.3,76.0,60.1,78.6,0,3,187,0,16.1,71.4,5.1,9,17,1,5,4,8,4.3,910,6.0
Matthew McKay,60485,QB,NC STATE,5,67.4,141,150,7.9,2.26,3,3,1.9,57.3,86,0,28,9.5,158,9,43,248,38.4,57.1,58.7,53.6,0,1,165,1,10.7,78.9,1.9,3,5,0,6,3,4,2.4,906,6.0
N'Kosi Perry,60446,QB,MIAMI FL,7,64.9,134,147,10.3,2.79,2,8,5.2,54.4,80,0,58,8.0,175,7,52,220,38.2,61.7,55.7,75.6,0,2,182,0,25.9,88.1,8.6,15,12,1,10,8,13,7.1,993,6.8
Hendon Hooker,60593,QB,VA TECH,9,72.2,133,141,10.4,2.61,3,10,6.8,61.7,87,0,61,9.4,171,9,59,337,38.8,72.1,73.5,62.9,1,2,178,1,26.2,116.2,9.4,16,13,1,3,11,8,4.5,1442,10.2
Wiley Green,75891,QB,RICE,7,62.4,133,141,10.0,2.69,2,5,3.1,53.2,75,0,51,9.6,161,8,41,275,27.7,48.3,49.7,49.8,0,2,179,1,21.6,73.2,6.8,11,9,1,5,4,10,5.6,787,5.6
Bryce Carpenter,82101,QB,COAST CAR,10,74.4,129,140,9.9,2.67,2,11,7.1,65.7,92,0,63,4.2,167,4,46,141,31.3,67.3,70.9,57.7,2,2,185,0,17.5,97.5,6.6,11,16,0,7,8,6,3.2,927,6.6
Anthony Brown,40316,QB,BOSTON COL,6,65.7,134,139,9.9,2.76,1,11,7.6,58.3,81,0,33,8.0,145,7,53,121,66.4,65.7,57.5,74.9,1,2,150,1,6.1,103.7,1.4,2,4,1,2,9,12,8.0,1250,9.0
Dennis Grosel,60351,QB,BOSTON COL,11,62.6,123,139,11.3,3.05,1,6,4.1,48.2,67,0,65,13.0,166,10,50,121,23.3,62.0,61.3,57.4,5,3,174,2,13.8,81.6,5.4,9,18,1,9,9,11,6.3,894,6.4
Ben Hicks,46595,QB,ARKANSAS,7,65.8,117,137,8.7,2.76,8,3,2.1,47.4,65,0,57,15.6,153,12,38,111,61.4,55.3,56.2,51.8,3,2,162,0,17.5,62.8,6.5,10,5,0,9,2,8,4.9,738,5.4
Tommy Stevens,28301,QB,MISS STATE,8,69.9,133,135,11.0,2.87,0,7,5.0,59.3,80,0,58,14.0,161,13,51,227,65.8,67.7,66.0,64.6,1,5,167,3,19.0,87.1,6.8,11,15,0,1,9,9,5.4,934,6.9
Darius Wade,28055,QB,BOWL GREEN,7,65.6,125,130,6.0,3.03,0,2,1.5,56.9,74,0,63,9.8,149,8,41,122,34.8,56.9,54.5,62.1,1,3,153,1,9.5,71.7,4.0,6,12,0,4,3,7,4.6,751,5.8
Hayden Wolff,98362,QB,DOMINION,3,65.8,120,130,8.3,2.29,0,6,4.4,56.9,74,0,30,6.3,141,5,38,263,43.2,50.6,52.9,42.4,0,3,147,0,20.0,68.8,4.3,6,5,1,9,2,5,3.4,742,5.7
Sawyer Smith,46505,QB,KENTUCKY,7,51.3,119,125,12.8,2.72,1,5,3.8,45.6,57,0,42,6.6,138,4,35,202,32.0,29.8,29.3,60.3,0,5,145,2,21.4,57.1,6.5,9,4,0,5,4,19,13.1,690,5.5
Devon Modster,40118,QB,CAL,6,64.9,114,122,10.2,2.7,5,9,6.9,50.8,62,0,60,16.2,165,12,32,130,28.4,59.4,60.0,55.9,1,5,174,0,28.3,64.9,10.3,17,25,0,2,5,3,1.7,699,5.7
Alex Hornibrook,34842,QB,FLORIDA ST,5,79.8,114,122,6.1,2.69,0,3,2.3,68.9,84,0,65,7.7,150,7,43,167,46.5,62.9,64.4,51.9,1,2,160,0,30.8,105.3,13.3,20,8,0,7,7,6,3.8,982,8.0
Sean Chambers,75888,QB,WYOMING,8,57.7,111,121,13.8,3.07,2,6,4.7,43.0,52,0,64,18.8,150,12,54,351,61.5,69.0,51.7,80.8,5,3,159,2,12.5,78.3,5.3,8,21,0,3,7,12,7.5,914,7.6
Chevan Cordeiro,75886,QB,HAWAII,11,67.5,114,121,13.1,2.92,2,5,4.0,57.9,70,0,33,9.1,144,7,47,180,76.6,70.7,57.1,86.8,1,3,147,0,21.2,92.9,4.9,7,16,1,3,8,3,2.0,897,7.4
Mitchell Guadagni,34779,QB,TOLEDO,6,72.3,119,121,11.1,2.81,0,11,8.6,64.5,78,0,52,9.3,158,8,62,316,42.5,75.4,73.1,67.3,1,2,166,1,23.1,108.8,7.6,12,24,0,1,8,3,1.8,1098,9.1
Jarret Doege,60353,QB,W VIRGINIA,4,71.6,116,120,8.0,2.71,0,5,3.9,65.8,79,0,39,4.8,128,4,36,343,58.7,81.7,81.6,55.2,2,3,135,0,17.9,94.4,5.5,7,1,0,2,7,3,2.2,818,6.8
Tyrrell Pigrome,46511,QB,MARYLAND,10,66.4,110,119,8.3,2.79,2,8,6.2,57.1,68,0,56,6.8,146,5,33,215,51.2,58.6,57.3,60.8,0,6,156,2,16.1,62.4,6.2,9,14,0,7,3,5,3.2,723,6.1
Steven Duncan,40211,QB,W KENTUCKY,3,70.5,105,119,7.0,2.48,4,1,0.8,58.8,70,0,29,5.4,125,4,36,346,41.8,59.6,63.0,47.8,4,4,129,1,10.3,78.8,2.4,3,3,0,6,5,8,6.2,790,6.6
Ryan Willis,60594,QB,VA TECH,5,73.8,107,118,9.1,2.53,2,7,5.7,61.0,72,0,51,8.9,141,7,47,337,49.5,61.4,58.7,64.5,2,5,146,1,23.5,92.6,8.5,12,11,1,6,9,8,5.5,904,7.7
Mac Jones,60323,QB,ALABAMA,10,76.8,112,116,7.7,2.3,1,6,4.9,69.8,81,0,27,5.8,132,5,48,103,73.9,74.7,75.2,57.2,0,3,139,0,11.1,123.3,2.3,3,10,0,3,11,3,2.2,1176,10.1
Elijah Sindelar,46466,QB,PURDUE,3,78.6,103,112,9.4,2.38,4,4,3.4,64.3,72,0,26,11.1,116,9,41,273,58.6,66.2,67.6,56.1,0,3,122,2,7.7,107.8,1.7,2,2,0,5,9,9,7.4,982,8.8
Hunter Johnson,60362,QB,NWESTERN,6,62.2,98,110,7.1,2.67,3,3,2.5,45.5,50,0,49,18.0,131,11,27,256,29.1,49.2,44.6,64.8,0,4,141,3,20.4,44.2,7.6,10,10,1,8,1,9,6.4,432,3.9
D'Eriq King,26636,QB,HOUSTON,4,64.4,104,110,10.3,3.01,2,6,5.1,52.7,58,0,46,13.4,133,9,42,182,66.2,75.5,59.9,86.7,0,2,141,0,23.9,82.0,8.3,11,12,0,4,6,4,2.8,670,6.1
Shai Werts,40384,QB,GA SOUTHRN,10,65.7,99,109,11.8,3.26,1,4,3.3,52.3,57,0,63,12.3,150,8,42,174,52.2,60.1,57.5,61.9,2,0,161,5,36.5,100.1,15.3,23,18,0,7,9,9,5.6,704,6.5
Matt Myers,77698,QB,BUFFALO,5,56.7,104,105,13.2,2.52,0,6,5.3,46.7,49,1,47,16.9,118,10,32,126,62.0,56.6,51.6,68.1,0,4,126,2,14.9,68.0,5.9,7,6,0,1,6,7,5.6,602,5.7
Jaylon Henderson,39535,QB,BOISE ST,6,71.0,100,105,10.2,2.86,2,4,3.7,61.0,64,0,39,9.9,115,7,41,120,62.7,68.8,62.8,72.4,1,1,118,1,12.8,110.0,4.3,5,4,0,2,9,4,3.4,820,7.8
Eli Peters,40041,QB,TOLEDO,5,69.8,96,104,11.6,2.44,2,6,5.4,58.7,61,0,33,9.0,118,6,40,316,15.7,54.9,55.2,49.5,4,3,126,0,24.2,91.1,6.8,8,6,0,2,6,11,8.7,821,7.9
Deuce Wallace,40169,QB,VANDERBILT,8,55.8,86,102,9.6,2.62,8,1,0.9,42.2,43,0,34,10.4,114,5,21,333,56.1,28.6,28.5,53.6,1,4,118,0,23.5,33.4,7.0,8,4,0,7,0,7,5.9,307,3.0
Donald Hammond III,82065,QB,AIR FORCE,11,62.8,94,101,15.9,2.78,2,13,12.3,51.5,52,0,49,11.9,109,7,46,101,60.5,90.9,87.8,80.2,2,5,115,3,10.2,116.0,4.6,5,3,2,1,13,5,4.3,1286,12.7
Collin Hill,40245,QB,COLO STATE,3,74.0,96,101,7.7,2.53,0,5,4.8,67.3,68,0,32,4.2,110,3,38,144,55.1,62.8,61.6,60.7,1,2,114,0,9.4,110.9,2.7,3,5,0,4,8,3,2.6,837,8.3
Carter Bradley,77685,QB,TOLEDO,6,54.8,93,100,11.6,2.85,2,3,2.9,46.0,46,0,50,9.8,124,5,31,316,56.6,45.7,44.2,58.1,1,2,127,0,26.0,56.3,10.5,13,11,0,4,1,5,3.9,502,5.0
Desmond Trotter,83552,QB,S ALABAMA,6,68.2,88,97,12.3,3.07,1,7,6.7,57.7,56,0,57,6.7,140,4,47,288,28.0,63.7,61.1,62.0,2,2,148,0,19.3,104.3,7.9,11,29,0,6,8,6,4.1,820,8.5
Sam Hartman,77618,QB,WAKE,3,67.4,92,97,11.5,2.89,2,4,4.0,56.7,55,0,24,11.3,110,7,40,339,59.4,65.9,70.7,50.6,0,2,114,0,0.0,90.1,0.0,0,13,1,2,4,4,3.5,830,8.6
Bailey Hockman,60383,QB,NC STATE,7,60.6,94,96,10.5,2.77,0,4,3.9,55.2,53,0,36,7.0,108,4,33,248,74.5,53.9,50.1,69.8,0,4,117,0,19.4,58.1,6.5,7,4,0,2,1,6,5.1,551,5.7
Tyler Vander Waal,60615,WR,WYOMING,6,64.0,89,95,10.9,3.32,1,4,4.0,51.6,49,0,52,14.0,114,8,31,351,55.5,55.4,47.1,77.2,3,4,119,1,23.1,53.5,10.5,12,7,0,2,1,6,5.0,512,5.4
Chase Cord,60347,QB,BOISE ST,7,67.0,94,95,9.0,2.87,1,7,7.1,60.0,57,0,27,9.5,109,6,39,120,74.8,69.5,62.4,77.4,0,3,113,0,22.2,99.9,5.5,6,8,0,0,9,5,4.4,670,7.1
Frank Harris,60586,QB,UTSA,3,86.0,86,91,5.7,3.03,0,3,3.3,72.5,66,0,45,10.8,115,8,27,331,25.5,68.3,68.8,61.6,0,2,116,1,24.4,86.6,9.6,11,12,0,5,3,5,4.3,486,5.3
Brandon Jones,83583,QB,UTEP,6,70.1,77,88,9.8,2.97,3,3,3.0,53.4,47,0,43,13.0,102,7,28,330,77.0,57.6,58.1,55.8,0,3,114,0,23.3,69.7,9.8,10,4,1,7,2,5,4.4,628,7.1
Baylor Romney,82095,QB,BYU,4,67.9,81,85,10.0,2.51,2,5,5.4,63.5,54,0,23,1.8,96,1,38,128,58.9,74.9,71.9,65.1,0,2,103,0,17.4,109.3,4.2,4,7,0,2,7,4,3.9,747,8.8
Mike Beaudry,101052,QB,UCONN,4,73.1,78,84,8.2,2.69,1,1,1.1,63.1,53,0,39,7.0,100,4,23,146,55.0,50.7,50.1,53.4,2,2,104,3,23.1,73.7,9.0,9,7,0,3,1,5,4.8,503,6.0
Marcus Childers,40476,QB,N ILLINOIS,9,68.4,76,82,6.4,2.87,3,1,1.2,58.5,48,0,25,7.7,101,4,28,254,29.1,49.1,36.5,65.1,0,3,105,1,24.0,84.1,5.9,6,12,0,3,6,7,6.7,474,5.8
Malcolm Perry,46513,HB,NAVY,12,65.3,75,81,17.3,3.5,3,9,10.6,53.1,43,0,73,12.2,133,6,52,237,53.3,88.4,63.7,86.0,0,3,138,1,20.5,107.7,11.3,15,37,2,1,6,8,5.8,1027,12.7
Zach Gibson,100201,QB,AKRON,4,54.7,75,81,8.3,2.63,1,2,2.4,50.6,41,0,40,0.0,94,0,18,102,18.1,41.8,46.4,39.6,1,3,100,3,30.0,54.8,12.8,12,1,0,4,1,7,7.0,425,5.2
Armani Rogers,40034,QB,UNLV,4,66.7,78,80,6.1,2.43,0,0,0.0,52.5,42,0,32,19.2,101,10,20,325,47.4,50.1,35.5,73.3,2,3,105,1,34.4,59.1,10.9,11,10,0,0,2,5,4.8,394,4.9
Matt Robinson,82130,QB,ILLINOIS,6,66.2,74,79,9.8,2.93,1,0,0.0,53.2,42,0,35,14.3,96,7,23,187,27.8,44.6,43.0,58.5,1,0,104,2,28.6,75.7,10.4,10,6,0,3,1,6,5.8,475,6.0
Dru Brown,38491,QB,OKLA STATE,5,79.5,73,79,5.3,2.62,1,3,3.5,72.2,57,0,14,1.7,84,1,26,262,74.7,71.3,69.4,64.3,1,1,90,0,28.6,111.0,4.8,4,1,0,4,5,3,3.3,626,7.9
Malik Henry,41440,QB,NEVADA,3,63.0,73,78,10.6,2.66,2,9,10.6,53.8,42,0,32,8.7,89,4,25,239,25.1,61.4,64.8,50.9,0,4,96,2,15.6,61.5,5.6,5,5,0,3,1,8,8.3,593,7.6
Sheriron Jones,33910,QB,NEW MEXICO,5,51.4,72,78,12.9,2.47,1,2,2.2,44.9,35,0,23,5.4,89,2,26,241,27.2,48.1,43.6,59.1,1,7,103,0,17.4,37.9,4.5,4,6,1,3,2,8,7.8,511,6.6
Chase Brice,60363,QB,CLEMSON,10,69.9,73,78,11.4,2.45,1,6,7.1,57.7,45,0,14,11.8,83,6,28,140,73.5,80.9,78.5,68.2,0,1,90,0,7.1,87.3,1.2,1,4,0,4,4,1,1.1,475,6.1
Kelvin Hopkins Jr.,41309,QB,ARMY,11,51.5,66,78,14.5,2.86,1,1,1.2,42.3,33,0,48,2.9,85,1,26,114,61.0,74.7,44.6,83.3,5,6,88,0,8.3,53.2,4.7,4,3,1,5,4,5,5.7,577,7.4
Dylan Hopkins,83571,QB,UAB,7,61.6,73,77,13.7,2.9,0,4,4.9,50.6,39,0,27,13.3,93,6,23,321,80.7,58.6,53.8,62.9,0,4,97,1,37.0,64.0,10.8,10,5,0,4,3,5,5.2,525,6.8
Blake Barnett,46627,QB,USF,4,63.0,73,77,8.9,2.98,0,2,2.5,51.9,40,0,37,13.0,95,6,22,327,53.6,62.6,62.0,64.6,2,2,98,2,27.0,75.4,10.5,10,8,0,2,4,3,3.1,434,5.6
Aaron Allen,78494,QB,LA TECH,6,68.1,72,76,7.5,2.68,1,2,2.5,56.6,43,0,20,12.2,82,6,21,208,73.1,62.0,62.6,58.0,1,1,87,1,15.0,81.4,3.7,3,3,0,2,3,3,3.4,446,5.9
Brian Maurer,99123,QB,TENNESSEE,7,60.3,68,72,14.0,2.74,2,3,4.0,47.2,34,0,28,17.1,85,7,23,307,34.1,52.9,54.0,53.0,0,5,89,0,25.0,52.1,8.2,7,6,0,2,2,4,4.5,524,7.3
Feleipe Franks,40217,QB,FLORIDA,3,83.6,67,71,6.9,3.03,0,2,2.6,76.1,54,0,29,3.6,81,2,30,163,55.8,61.8,66.4,50.7,0,3,88,0,10.3,112.3,3.7,3,7,0,4,5,2,2.3,698,9.8
Evan Conley,97783,QB,LOUISVILLE,7,68.8,64,71,12.8,2.97,1,10,13.5,56.3,40,0,42,9.1,91,4,30,210,22.9,63.9,71.0,45.8,1,3,94,0,23.8,86.2,11.0,10,10,0,5,4,6,6.4,613,8.6
Matt Fink,40553,QB,USC,4,72.7,66,70,11.0,2.62,0,5,6.8,65.7,46,0,21,4.2,73,2,23,326,74.3,57.0,58.8,56.8,1,4,77,2,9.5,86.2,2.7,2,1,0,3,4,6,7.8,574,8.2
Artur Sitkowski,83547,QB,RUTGERS,3,73.8,61,68,6.6,2.49,1,1,1.3,64.7,44,0,26,2.2,74,1,17,278,72.0,51.3,53.6,51.0,4,2,82,1,7.7,74.9,2.7,2,4,0,2,1,4,4.9,429,6.3
Clayton Welch,60546,QB,SYRACUSE,6,63.9,61,68,11.0,2.61,2,4,5.6,52.9,36,0,30,7.7,79,3,19,304,73.7,60.7,56.6,68.5,1,2,83,1,20.0,85.6,7.6,6,4,0,4,4,3,3.6,523,7.7
Messiah deWeaver,40096,QB,DOMINION,4,55.0,60,67,10.4,3.13,0,3,4.3,43.3,29,0,56,12.1,99,4,21,263,41.2,61.5,63.1,56.1,1,2,102,1,25.0,50.3,14.1,14,17,0,6,1,2,2.0,316,4.7
Jordan Weeks,83585,QB,UTSA,3,66.7,63,66,11.9,2.85,0,1,1.5,57.6,38,0,20,9.5,71,4,22,331,28.7,54.3,59.1,45.6,2,3,72,1,15.0,69.7,4.2,3,2,0,1,2,4,5.6,451,6.8
Austin Burton,60577,QB,UCLA,6,83.0,53,63,7.5,2.81,3,2,3.1,68.3,43,0,24,2.3,82,1,26,324,51.4,69.1,75.3,54.1,1,0,83,1,12.5,88.4,3.7,3,15,0,6,1,0,0.0,365,5.8
Michael Curtis,52108,QB,UMASS,3,66.0,53,63,9.3,2.59,1,5,7.4,46.0,29,0,28,17.1,70,6,13,216,54.8,63.2,61.5,61.8,1,4,75,1,10.7,43.0,4.3,3,4,0,8,2,3,4.0,279,4.4
Lynn Bowden,61361,QB,KENTUCKY,10,53.4,58,62,15.8,3.45,1,2,2.9,46.8,29,0,20,6.5,82,2,20,202,41.2,72.6,34.3,85.8,0,2,92,0,35.0,60.6,8.5,7,12,0,3,2,5,5.4,330,5.3
Taylor Powell,60459,QB,MISSOURI,6,63.8,58,62,7.8,2.78,2,3,4.5,46.8,29,0,13,21.6,68,8,14,229,71.8,50.8,48.5,60.0,0,2,74,0,30.8,53.0,5.9,4,2,0,2,1,4,5.4,297,4.8
Gavin Hardison,100827,QB,UTEP,2,50.0,60,61,9.9,2.57,1,1,1.5,44.3,27,0,14,10.0,64,3,17,330,73.7,48.1,52.7,49.6,0,0,68,2,14.3,67.3,3.1,2,1,0,0,1,3,4.4,335,5.5
Tristan Gebbia,60475,QB,OREGON ST,4,74.1,54,61,7.5,2.78,4,0,0.0,62.3,38,0,16,5.0,71,2,20,265,47.4,57.9,56.5,59.7,1,1,74,0,6.3,81.7,1.4,1,9,1,1,2,4,5.4,345,5.7
Preston Hutchinson,60370,QB,E MICHIGAN,3,82.5,57,57,7.9,2.34,0,3,5.1,75.4,43,0,18,8.5,71,4,23,160,52.7,74.2,77.5,57.5,0,1,73,0,50.0,109.0,12.7,9,5,0,0,3,2,2.7,462,8.1
Terry Wilson,40709,QB,KENTUCKY,2,74.0,50,52,10.5,2.77,0,2,3.4,63.5,33,0,10,10.8,60,4,18,202,46.9,75.6,67.0,74.7,0,0,66,0,40.0,96.7,6.7,4,3,0,2,2,1,1.5,361,6.9
Noah Vedral,55406,QB,NEBRASKA,5,81.8,44,52,6.4,2.71,1,5,9.6,65.4,34,0,27,5.6,63,2,17,238,24.6,73.7,61.9,74.2,2,0,63,0,18.5,90.1,7.9,5,4,0,5,0,3,4.8,418,8.0
Alex Delton,34840,QB,TCU,5,65.3,49,50,8.8,2.71,0,3,6.0,54.0,27,0,18,15.6,59,5,13,305,73.5,82.7,78.2,72.3,0,1,59,0,16.7,65.3,5.1,3,4,0,1,0,1,1.7,318,6.4
Will Levis,83542,QB,PENN STATE,4,72.1,43,47,7.8,2.45,1,1,2.1,59.6,28,0,23,9.7,58,3,16,266,29.6,57.3,32.8,76.0,2,2,58,0,39.1,68.0,15.5,9,2,0,1,2,6,10.3,223,4.7
Jawon Pass,40916,QB,LOUISVILLE,2,65.9,44,47,7.7,2.45,0,2,4.1,51.1,24,0,22,17.2,57,5,21,210,23.5,60.6,63.6,56.5,0,1,59,1,18.2,93.4,7.0,4,6,0,3,4,2,3.4,330,7.0
McLane Carter,37478,QB,RUTGERS,2,68.9,45,47,9.4,2.4,0,5,10.2,57.4,27,0,12,12.9,50,4,17,278,69.8,64.1,63.0,,0,4,52,0,16.7,61.3,4.0,2,0,0,2,2,3,5.8,368,7.8
Jaren Hall,82094,QB,BYU,4,72.7,44,46,11.0,3.05,0,3,6.4,67.4,31,0,15,3.1,55,1,20,128,53.4,77.3,73.5,71.8,1,0,56,1,26.7,103.5,7.3,4,5,0,1,1,1,1.8,420,9.1
Ben Bryant,77655,QB,CINCINNATI,4,71.4,42,44,12.2,2.39,1,6,13.0,59.1,26,0,15,13.3,53,4,16,138,21.7,71.6,71.8,60.2,1,2,55,0,53.3,74.7,15.1,8,1,0,0,1,3,5.5,367,8.3
Joey Yellen,71430,QB,ARIZONA ST,1,72.7,44,44,7.3,2.45,0,4,8.2,63.6,28,0,10,12.5,45,4,14,110,69.6,63.6,64.3,,0,2,50,2,10.0,94.0,2.2,1,0,0,0,4,4,8.0,291,6.6
Chris Chugunov,34153,QB,OHIO STATE,9,68.3,41,43,8.4,2.47,0,3,6.5,60.5,26,0,10,7.1,46,2,15,260,26.0,64.0,69.0,42.1,0,0,49,1,20.0,119.8,4.3,2,1,0,2,6,2,4.1,286,6.7
Nick Patti,77614,QB,PITTSBURGH,4,69.8,43,43,9.2,3.03,0,2,4.5,60.5,26,0,9,13.3,46,4,13,268,71.4,63.0,62.3,59.7,0,1,47,0,0.0,95.2,0.0,0,3,0,0,3,2,4.3,301,7.0
